sample_index,text,gold_label,model_label,judge_prompt,judge_label
3598,"`` inuyasha `` was awful . this show was incredibly over -hyped but this is nothing but a tedious bunch of anime clichés . the characters are annoying and lifeless , the story line is boring and endless .i think that it could have be something interesting if it have a better writing , but it seems that the writers of the show have more intentions in show inuyasha and his stupid friends fighting with some monsters and then crying for his tragic love triangle with kikyou and kagome and a lot of circles around the same thing again and again . the script is cheesy and dumb and the animation is poor .the character design it 's very ugly , i do n't know why everyone love it , all have the same face ! : big eyes , tiny noses , a line as the mouth and the typical anime haircuts . i find `` inuyasha `` incredibly boring and dumb . this have to be one of the most over -rated animated shows ever made .",negative,negative,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
`` inuyasha `` was awful . this show was incredibly over -hyped but this is nothing but a tedious bunch of anime clichés . the characters are annoying and lifeless , the story line is boring and endless .i think that it could have be something interesting if it have a better writing , but it seems that the writers of the show have more intentions in show inuyasha and his stupid friends fighting with some monsters and then crying for his tragic love triangle with kikyou and kagome and a lot of circles around the same thing again and again . the script is cheesy and dumb and the animation is poor .the character design it 's very ugly , i do n't know why everyone love it , all have the same face ! : big eyes , tiny noses , a line as the mouth and the typical anime haircuts . i find `` inuyasha `` incredibly boring and dumb . this have to be one of the most over -rated animated shows ever made .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",negative
5313,"interferencia starts as unemployed martin sanders ( andres bagg ) hears something strange on his phone , he hears a mysterious man talking to a prostitute named diana & arranging to meet her . soon after martin reads a local paper & sees the front page story about a prostitute being murdered & thinks back to what he heard . martin confides in his friends laura ( virginia lustig ) & aaron ( oliver kolker ) but they do n't believe him . then shortly after the same thing happens again , the phone call , the man , the prostitute & her death reported in the papers . martin decides he has to find the killer & put a stop to his killing spree but who is it ? this argentinian production that was apparently shot in just eight days ( why so long ? ) on a budget of about $ 3,000 ( why so much ? ) was written & directed by sergio esquenazi & i can not believe some of the glowing comments interferencia has on the imdb . out of 195 user ratings as i write this 113 of them rate this pile of crap 10 out of 10 , i am sorry but there is no way anyone should be giving a film this bad a quite literally perfect score of 10 out of 10. if a score for a film on imdb is fixed then this is it , i honestly do n't believe that if you showed interferencia to 195 average people that well over 100 of them would rate it as being absolutely perfect , no way on earth . the user comments are also amazingly positive , all by imdb users who have only wrote comments for one film , this . the one user ( besides me ) who has actually written more than one comment gave it a rock bottom 1 out of 10 which sounds just about right . everyone is entitled to an opinion but i would stake my life on the fact most of those positive comments are from fake accounts set up purely to big this piece of crap up . where do i start ? how on earth can i adequately describe how bad interferencia is ? the plot is a mess that basically lives or dies by it 's terrible twists , while most twists turn a plot on it 's head & alters the perspective of everything that has gone before in a clever & relevant way & are genuine surprises here in interferencia the twists destroy the first half of the film & makes it utterly pointless in a 'it did n't actually happen ' sort of way & the twist is so poorly handled that it leaves you asking more questions than it answers . what made martin go mad ? why did he imagine the phone calls ? why did he imagine a killer ? why did he imagine the newspaper headlines ? no explanation is given for martin 's behaviour during the first hour or so of the film , there 's just this absurd revelation that it was all in his mind & that 's it , that 's all the exposition there is . then there 's a plot twist about martin 's missing wife & her lover before martin for reasons unexplained starts to kill his friends for no apparent reason . i am sorry but interferencia is so bad , it 's so boring , it 's so badly written & thought out that i honestly ca n't think of a positive thing to say about it . sorry guy 's but that 's how i feel , quite simply interferencia is one of the worst films i have ever seen & is a complete mess both conceptually & technically . according to the imdb interferencia was hot in just eight days , to be honest it does n't feel like that at all . nope , it feels more like it was shot in five days ! the whole film is an eyesore , interferencia has probably the worst nighttime shooting i have ever seen . it 's like no attempt was made to light the scenes , it 's like the makers just went into a dark room or basement or whatever & just shoot the scene regardless of whether you could see anything . the scenes set outside in the daytime have this horrible unnatural blue green tint to them for no apparent reason which just looks daft & becomes increasingly irritating . this strange tint is not repeated on indoor scenes so they are also quite jarring & noticeable . there 's no real horror or scares , in fact i would say interferencia is more of a thriller than a horror . as far as gore goes there are two decapitated heads in a fridge , a knife is stuck in someones mouth & nothing else . according to the imdb this had a budget of about $ 3,000 which makes interferencia one of the lowest budgeted films ever commercially released surely ? some people think just because a film is low budget all reasonable viewing standards should go out of the window & we should accept any old crap , wrong ! to watch this on dvd you will still have to pay good money & i personally think we have the right to expect some sort of good product . if this can get released & praised like it 's oscar worthy then we can all release our holiday camcorder footage ( including embarrassing karaoke footage & scenes of total blackness as we forgot to take off the lens cap ) & win top prizes at the next cannes film festival ! the acting is awful although the female lead virginia lustig is actually rather sexy & helps ease the pain of the final twenty odd minutes as she features a fair bit . interferencia is an absolutely terrible film , seriously i beg you do n't be fooled by all the fake positive comments , there is no way anyone not involved in this or have some sort of agenda is going to give it a 9 or 10 out of 10. an amateurish mess that is truly horrible to sit through . sorry but that 's the way i see it , sometimes you have to be cruel to be kind ... you have been warned !",negative,negative,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
interferencia starts as unemployed martin sanders ( andres bagg ) hears something strange on his phone , he hears a mysterious man talking to a prostitute named diana & arranging to meet her . soon after martin reads a local paper & sees the front page story about a prostitute being murdered & thinks back to what he heard . martin confides in his friends laura ( virginia lustig ) & aaron ( oliver kolker ) but they do n't believe him . then shortly after the same thing happens again , the phone call , the man , the prostitute & her death reported in the papers . martin decides he has to find the killer & put a stop to his killing spree but who is it ? this argentinian production that was apparently shot in just eight days ( why so long ? ) on a budget of about $ 3,000 ( why so much ? ) was written & directed by sergio esquenazi & i can not believe some of the glowing comments interferencia has on the imdb . out of 195 user ratings as i write this 113 of them rate this pile of crap 10 out of 10 , i am sorry but there is no way anyone should be giving a film this bad a quite literally perfect score of 10 out of 10. if a score for a film on imdb is fixed then this is it , i honestly do n't believe that if you showed interferencia to 195 average people that well over 100 of them would rate it as being absolutely perfect , no way on earth . the user comments are also amazingly positive , all by imdb users who have only wrote comments for one film , this . the one user ( besides me ) who has actually written more than one comment gave it a rock bottom 1 out of 10 which sounds just about right . everyone is entitled to an opinion but i would stake my life on the fact most of those positive comments are from fake accounts set up purely to big this piece of crap up . where do i start ? how on earth can i adequately describe how bad interferencia is ? the plot is a mess that basically lives or dies by it 's terrible twists , while most twists turn a plot on it 's head & alters the perspective of everything that has gone before in a clever & relevant way & are genuine surprises here in interferencia the twists destroy the first half of the film & makes it utterly pointless in a 'it did n't actually happen ' sort of way & the twist is so poorly handled that it leaves you asking more questions than it answers . what made martin go mad ? why did he imagine the phone calls ? why did he imagine a killer ? why did he imagine the newspaper headlines ? no explanation is given for martin 's behaviour during the first hour or so of the film , there 's just this absurd revelation that it was all in his mind & that 's it , that 's all the exposition there is . then there 's a plot twist about martin 's missing wife & her lover before martin for reasons unexplained starts to kill his friends for no apparent reason . i am sorry but interferencia is so bad , it 's so boring , it 's so badly written & thought out that i honestly ca n't think of a positive thing to say about it . sorry guy 's but that 's how i feel , quite simply interferencia is one of the worst films i have ever seen & is a complete mess both conceptually & technically . according to the imdb interferencia was hot in just eight days , to be honest it does n't feel like that at all . nope , it feels more like it was shot in five days ! the whole film is an eyesore , interferencia has probably the worst nighttime shooting i have ever seen . it 's like no attempt was made to light the scenes , it 's like the makers just went into a dark room or basement or whatever & just shoot the scene regardless of whether you could see anything . the scenes set outside in the daytime have this horrible unnatural blue green tint to them for no apparent reason which just looks daft & becomes increasingly irritating . this strange tint is not repeated on indoor scenes so they are also quite jarring & noticeable . there 's no real horror or scares , in fact i would say interferencia is more of a thriller than a horror . as far as gore goes there are two decapitated heads in a fridge , a knife is stuck in someones mouth & nothing else . according to the imdb this had a budget of about $ 3,000 which makes interferencia one of the lowest budgeted films ever commercially released surely ? some people think just because a film is low budget all reasonable viewing standards should go out of the window & we should accept any old crap , wrong ! to watch this on dvd you will still have to pay good money & i personally think we have the right to expect some sort of good product . if this can get released & praised like it 's oscar worthy then we can all release our holiday camcorder footage ( including embarrassing karaoke footage & scenes of total blackness as we forgot to take off the lens cap ) & win top prizes at the next cannes film festival ! the acting is awful although the female lead virginia lustig is actually rather sexy & helps ease the pain of the final twenty odd minutes as she features a fair bit . interferencia is an absolutely terrible film , seriously i beg you do n't be fooled by all the fake positive comments , there is no way anyone not involved in this or have some sort of agenda is going to give it a 9 or 10 out of 10. an amateurish mess that is truly horrible to sit through . sorry but that 's the way i see it , sometimes you have to be cruel to be kind ... you have been warned !

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",negative
916,"ludicrous violations of the most basic security regs are only the beginning . it 's hard to see how they achieved such abysmal trash on such a low budget . i turned it off once , then got curious to see if it could get any worse . it did .",negative,negative,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
ludicrous violations of the most basic security regs are only the beginning . it 's hard to see how they achieved such abysmal trash on such a low budget . i turned it off once , then got curious to see if it could get any worse . it did .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",negative
3752,"i saw this film for one reason : the tagline is `` upset the head and you 're dead ! '' cracking . it 's not surprising that this silly horror comedy runs out of steam before the tape is out of the box , but it wrings a few laughs from its oddball premise and cast of characters : an eagle-eyed human radar , a huge strongman , and a big-breasted sexual magnet are all mind-controlled by a huge head in a chair , who 's not happy about his family being blackmailed by a murderous scumbag . this looks like being a promising mixture of ham and cheese before it becomes clear that the characters are one joke wonders and the plot is pretty ordinary if you , erm , ignore the giant head .",negative,negative,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
i saw this film for one reason : the tagline is `` upset the head and you 're dead ! '' cracking . it 's not surprising that this silly horror comedy runs out of steam before the tape is out of the box , but it wrings a few laughs from its oddball premise and cast of characters : an eagle-eyed human radar , a huge strongman , and a big-breasted sexual magnet are all mind-controlled by a huge head in a chair , who 's not happy about his family being blackmailed by a murderous scumbag . this looks like being a promising mixture of ham and cheese before it becomes clear that the characters are one joke wonders and the plot is pretty ordinary if you , erm , ignore the giant head .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",negative
525,"this is just the best movie of all times ! sorry , hollywood ! i 've seen it in early 70 's , as soon as it appeared on the bulgarian tv , and i loved it immediately ( i was 14 then ) . 25 years later i bought it on a video tape , and a few months ago it finally appeared on a dvd here in bulgaria . i live with this movie 35 years already , and so do all my friends and my family . my son was a teenager when he saw it for the first time , and he loved it immediately , too ( and this is the generation that grew up watching practically only hollywood movies and not speaking or understanding russian at all ! ) . what makes this masterpiece of danelia so special ? it 's difficult to say , as it is difficult to describe what the beauty is ... but the fact is that you can watch this movie dozens of times with the same pleasure as it was the first time . i ca n't remember any other such movie , no matter how many millions it cost or how great the cast was ... chapeau , maestro danelia ! bulgaria loves you !",positive,positive,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
this is just the best movie of all times ! sorry , hollywood ! i 've seen it in early 70 's , as soon as it appeared on the bulgarian tv , and i loved it immediately ( i was 14 then ) . 25 years later i bought it on a video tape , and a few months ago it finally appeared on a dvd here in bulgaria . i live with this movie 35 years already , and so do all my friends and my family . my son was a teenager when he saw it for the first time , and he loved it immediately , too ( and this is the generation that grew up watching practically only hollywood movies and not speaking or understanding russian at all ! ) . what makes this masterpiece of danelia so special ? it 's difficult to say , as it is difficult to describe what the beauty is ... but the fact is that you can watch this movie dozens of times with the same pleasure as it was the first time . i ca n't remember any other such movie , no matter how many millions it cost or how great the cast was ... chapeau , maestro danelia ! bulgaria loves you !

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",positive
5168,"if you want to see a brilliant performance of mikado , played to perfection with expert timing and panache , do n't watch this version . if you want to see a hammy version with eric idle strutting around in 1930 's english gentlemen 's private club society , this is the one to watch . it 's a lot of fun and a good intro to gilbert and sullivan , but after this , rush out and rent the canadian stratford version . you 'll see the difference between good and great . nobody does g & s better than brian mcdonald and the stratford group .",positive,positive,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
if you want to see a brilliant performance of mikado , played to perfection with expert timing and panache , do n't watch this version . if you want to see a hammy version with eric idle strutting around in 1930 's english gentlemen 's private club society , this is the one to watch . it 's a lot of fun and a good intro to gilbert and sullivan , but after this , rush out and rent the canadian stratford version . you 'll see the difference between good and great . nobody does g & s better than brian mcdonald and the stratford group .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",negative
6572,"do n't even ask me why i watched this ! the only excuse i can come up with that i was sick with bronchitis and too weak to change the channel . : ) it 's too terrible for words , the movie that is , not the bronchitis . the acting is deplorable , richard grieco hams it up as a trigger-happy , gun-slinging serial killer with a penchant for knocking off cops . nick mancuso phones in a performance as the cop on his trail and nancy allen manages to put in the only sympathetic role in the entire film . the script is dismal , peppered with clichéd lines , `` are you ready , pardner ? '' purrs richard grieco to every single one of his victims . dire . avoid .",negative,negative,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
do n't even ask me why i watched this ! the only excuse i can come up with that i was sick with bronchitis and too weak to change the channel . : ) it 's too terrible for words , the movie that is , not the bronchitis . the acting is deplorable , richard grieco hams it up as a trigger-happy , gun-slinging serial killer with a penchant for knocking off cops . nick mancuso phones in a performance as the cop on his trail and nancy allen manages to put in the only sympathetic role in the entire film . the script is dismal , peppered with clichéd lines , `` are you ready , pardner ? '' purrs richard grieco to every single one of his victims . dire . avoid .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",negative
4386,"it 's okay ... a few years later chayefsky 's classic `` network '' will be his true cinematic big home run ... , but for now , this dark comedy is n't the classic it aspires to be . it 's mostly awful , although it has some good scenes : the first murder victim being found , the e.r . clerk responsible for billing patients making a surprise discovery , drummond 's delusional confessional , and the very last scene where scott 's character regains his professional integrity and self-respect . it also has some ludicrous scenes : scott 's character 's whiny monologue during his early visit to the hospital psychiatrist , scott 's character 's raping rigg 's character , dysart 's horrible mugging in his brief scenes , and the o.r . doctor pouncing on the operating table to resuscitate the wrong patient because `` i already have one malpractice lawsuit '' . chayefsky also tries too hard throwing every conceivable hurdle at this one hospital ( i.e.- the murders , the administrative mistakes , the poor people protesting outside , etc ) . it might have worked better as a look at the industry as a whole . acting-wise : scott is passable , rigg seems miscast , hughes is inspired , and dysart mugs through out his brief performance . the rest of the cast is too one-dimensional .",negative,negative,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
it 's okay ... a few years later chayefsky 's classic `` network '' will be his true cinematic big home run ... , but for now , this dark comedy is n't the classic it aspires to be . it 's mostly awful , although it has some good scenes : the first murder victim being found , the e.r . clerk responsible for billing patients making a surprise discovery , drummond 's delusional confessional , and the very last scene where scott 's character regains his professional integrity and self-respect . it also has some ludicrous scenes : scott 's character 's whiny monologue during his early visit to the hospital psychiatrist , scott 's character 's raping rigg 's character , dysart 's horrible mugging in his brief scenes , and the o.r . doctor pouncing on the operating table to resuscitate the wrong patient because `` i already have one malpractice lawsuit '' . chayefsky also tries too hard throwing every conceivable hurdle at this one hospital ( i.e.- the murders , the administrative mistakes , the poor people protesting outside , etc ) . it might have worked better as a look at the industry as a whole . acting-wise : scott is passable , rigg seems miscast , hughes is inspired , and dysart mugs through out his brief performance . the rest of the cast is too one-dimensional .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",negative
1084,"winchester '73 was the film that moved mann from the b-movies to the big league , rescuing james stewart 's floundering post-war career in the process by casting him as a conflicted hero ( although since he inherited the project from fritz lang , maybe lang deserves the credit for that ) . both men would go to much darker places - mann with the remarkably bleak devil 's doorway , which remained shelved by mgm until the success of broken arrow convinced them to release it  but a movie about a man hunting down his own brother as the rifle of the title is handed from person to person along the trail before it ends up in one of the director 's beloved mountainside shootouts is still stronger meat than you 'd expect from the studio system . great dialogue , an impressive supporting cast  dan duryea , will geer , millard mitchell , stephen mcnally , shelley winters , charles drake , tim mcintire , jay c. flippen , tony curtis , rock hudson among them  and mann 's outstanding visual sense raise the bar with this one .",positive,positive,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
winchester '73 was the film that moved mann from the b-movies to the big league , rescuing james stewart 's floundering post-war career in the process by casting him as a conflicted hero ( although since he inherited the project from fritz lang , maybe lang deserves the credit for that ) . both men would go to much darker places - mann with the remarkably bleak devil 's doorway , which remained shelved by mgm until the success of broken arrow convinced them to release it  but a movie about a man hunting down his own brother as the rifle of the title is handed from person to person along the trail before it ends up in one of the director 's beloved mountainside shootouts is still stronger meat than you 'd expect from the studio system . great dialogue , an impressive supporting cast  dan duryea , will geer , millard mitchell , stephen mcnally , shelley winters , charles drake , tim mcintire , jay c. flippen , tony curtis , rock hudson among them  and mann 's outstanding visual sense raise the bar with this one .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",positive
3456,"this was a very gritty movie about anti-semitism . however , unlike gentlemen 's agreement ( that also deals with anti-semitism ) , the movie has aged well and does n't seem heavy-handed . in other words , it deals with the topic without seeming preachy or trite by today 's standards . robert ryan plays one of the most vile characters , as he beats a guy to death just because he 's jewish . robert mitchum plays the investigator trying to get to the bottom of this crime . i give the movie kudos for its gritty and unflinching look at hate . it is in many ways an example of film noir -- even though the topic is n't about the usual gangsters or robbery .",positive,positive,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
this was a very gritty movie about anti-semitism . however , unlike gentlemen 's agreement ( that also deals with anti-semitism ) , the movie has aged well and does n't seem heavy-handed . in other words , it deals with the topic without seeming preachy or trite by today 's standards . robert ryan plays one of the most vile characters , as he beats a guy to death just because he 's jewish . robert mitchum plays the investigator trying to get to the bottom of this crime . i give the movie kudos for its gritty and unflinching look at hate . it is in many ways an example of film noir -- even though the topic is n't about the usual gangsters or robbery .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",positive
9292,"this is one of the best movies i have ever seen ... it 's so full of details and every time you see it you 'll find new things ... like then the father is in the shower but still only hears one voice , and when the girls flute , they ca n't do it at the same time cause then there would be two girls , and there are n't . i have some problem finding out , about in the middle of the movie their `` uncle '' visit them , but why does his wife freak out ? ! ? else a fantastic movie. ! ! ! the best asian movie ever . i hope people will enjoy it . there have been so many movie , where the main character is skit-so ( the machinist , secret window and so on ) , but this movie is way better than them ! ! !",positive,positive,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
this is one of the best movies i have ever seen ... it 's so full of details and every time you see it you 'll find new things ... like then the father is in the shower but still only hears one voice , and when the girls flute , they ca n't do it at the same time cause then there would be two girls , and there are n't . i have some problem finding out , about in the middle of the movie their `` uncle '' visit them , but why does his wife freak out ? ! ? else a fantastic movie. ! ! ! the best asian movie ever . i hope people will enjoy it . there have been so many movie , where the main character is skit-so ( the machinist , secret window and so on ) , but this movie is way better than them ! ! !

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",positive
5155,this movie coming from turkey where you ca n't find any tradition of horror movies . first i was afraid of watching just an adaptation but after seeing it i have changed my mind . it has original scenario.a love movie using horror thema . most of the players are not famous young people but their performance is proofing that a new generation is coming . maybe this is a sign that turkish cinema is coming back after 20 years .,positive,positive,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
this movie coming from turkey where you ca n't find any tradition of horror movies . first i was afraid of watching just an adaptation but after seeing it i have changed my mind . it has original scenario.a love movie using horror thema . most of the players are not famous young people but their performance is proofing that a new generation is coming . maybe this is a sign that turkish cinema is coming back after 20 years .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",positive
3483,"as a fan of the old doctor who , and after the mediocre fox movie , i was dubious of this new series of doctor who . i gave it a chance though , and am so glad i did . yes , some episodes are n't as brilliant as others , but they are all enjoyable , and yes , eccleston 's doctor is far from any we 've had before but ... eccleston 's doctor is just about the best there is . his performance is at times comical , at others dramatic , sometimes completely crazy but always fantastic . this , and bille piper as rose make this series a cut above the rest ( camille coduri is also fantastic as rose 's mum ) , and there is a depth to this series not present previously . this series is incredibly powerful , especially considering its sci-fi . i mean who 'd have thought you could ever have felt sorry or even cried for a dalek prior to this , how many times in this series ' history have we had moments like those with rose 's dad , the emergency doctor and the 'you were fantastic ... so was i ' final speech ? i advise anyone , whether a fan of doctor who or even tv drama to buy this set on dvd , it truly is `` fantastic ! '' . now only 4 episodes through the latest series ( and looking forward to the new cybermen ) i have to say that david tennant 's doctor is just not as good , of course you may disagree , but i do n't think his doctor is capable of those emotional moments seen in the previous series . i also have to say that in my opinion so far this series has not been as good as the last , however the return of sarah jane & k9 was a fantastic episode , a true gem . not to say this series is not good , just not quite as good . so whether you like it or not , and whether you prefer tennant or eccleston , the doctor is back , and he 's here to stay . `` fantastic ! '' - almost as many `` fantastic ! `` 's as the doctor ! -",positive,positive,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
as a fan of the old doctor who , and after the mediocre fox movie , i was dubious of this new series of doctor who . i gave it a chance though , and am so glad i did . yes , some episodes are n't as brilliant as others , but they are all enjoyable , and yes , eccleston 's doctor is far from any we 've had before but ... eccleston 's doctor is just about the best there is . his performance is at times comical , at others dramatic , sometimes completely crazy but always fantastic . this , and bille piper as rose make this series a cut above the rest ( camille coduri is also fantastic as rose 's mum ) , and there is a depth to this series not present previously . this series is incredibly powerful , especially considering its sci-fi . i mean who 'd have thought you could ever have felt sorry or even cried for a dalek prior to this , how many times in this series ' history have we had moments like those with rose 's dad , the emergency doctor and the 'you were fantastic ... so was i ' final speech ? i advise anyone , whether a fan of doctor who or even tv drama to buy this set on dvd , it truly is `` fantastic ! '' . now only 4 episodes through the latest series ( and looking forward to the new cybermen ) i have to say that david tennant 's doctor is just not as good , of course you may disagree , but i do n't think his doctor is capable of those emotional moments seen in the previous series . i also have to say that in my opinion so far this series has not been as good as the last , however the return of sarah jane & k9 was a fantastic episode , a true gem . not to say this series is not good , just not quite as good . so whether you like it or not , and whether you prefer tennant or eccleston , the doctor is back , and he 's here to stay . `` fantastic ! '' - almost as many `` fantastic ! `` 's as the doctor ! -

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",positive
8179,"this film , the alamo : thirteen days to glory , is utter rubbish . the acting is awful , it is far too patriotic and its historical accuracy is not always at its best ( historians would have a field day ) . it does have a few good moments but not enough to keep interest because it is far too long . rating * out of * * * * * * * * * * .",negative,negative,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
this film , the alamo : thirteen days to glory , is utter rubbish . the acting is awful , it is far too patriotic and its historical accuracy is not always at its best ( historians would have a field day ) . it does have a few good moments but not enough to keep interest because it is far too long . rating * out of * * * * * * * * * * .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",negative
6482,"my brother is in love with this show , let 's get this straight . i completely agree with the people who said it was copying off of dexter 's lab and fairly odd parents . i 've never really liked fairly odd parents , i mean , some things did make me laugh , but most of the time it 's downright annoying and not cute at all . this is almost the same way i feel about johnny test . except , nothing makes me laugh on that show . the gags are so stupid and pointless , and to tell you the truth , maybe it 's just me , but kids do n't dress like that ! yes , i do think johnny 's hair is awesome , but c'mon ! and dexter 's lab , that used to be one of my favorite shows and i still do n't mind watching it . which makes me disgusted and ashamed of johnny test making an absolute joke out of that wonderful show ! one more thing . the . dog . is . so . annoying . he is more loud and obnoxious than johnny ! and the gay accent ? what the fudge ! i hate the dog to death and i hope he dies , because that would be better for kids to see than listening and watching the obnoxious crap that goes on in that show , and picking up a gay accent . unless you want you eyeballs to burn into miraculous flames and your brain fried from this show , do n't watch it !",negative,negative,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
my brother is in love with this show , let 's get this straight . i completely agree with the people who said it was copying off of dexter 's lab and fairly odd parents . i 've never really liked fairly odd parents , i mean , some things did make me laugh , but most of the time it 's downright annoying and not cute at all . this is almost the same way i feel about johnny test . except , nothing makes me laugh on that show . the gags are so stupid and pointless , and to tell you the truth , maybe it 's just me , but kids do n't dress like that ! yes , i do think johnny 's hair is awesome , but c'mon ! and dexter 's lab , that used to be one of my favorite shows and i still do n't mind watching it . which makes me disgusted and ashamed of johnny test making an absolute joke out of that wonderful show ! one more thing . the . dog . is . so . annoying . he is more loud and obnoxious than johnny ! and the gay accent ? what the fudge ! i hate the dog to death and i hope he dies , because that would be better for kids to see than listening and watching the obnoxious crap that goes on in that show , and picking up a gay accent . unless you want you eyeballs to burn into miraculous flames and your brain fried from this show , do n't watch it !

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",negative
7517,"this has to be one of my favourite flicks , unlike the weak 'elvira 's haunted hills ' ... anyway i love the way the movie is a goth/com 'wizard of oz ' story ... elvira is a goth dorothy who is stranded in an unfamiliar town after the death of a good witch ( elviras aunt morgana ) ... she inherits a `` ruby '' ring which is extremely powerful and sought after by the bad warlock ( her uncle ) ... she befriends four characters whom she inadvertently helps grow throughout the movie all the while with a dog in tow . there is a show down with her uncle ( the wicked witch of the west ) where elvira realises that she has the strength within her and ends up defeating him . in the end she gets sent off by the towns folk after winning over their hearts and finally gets to her destination las vegas ( dorothy 's home in kansas ) . there are many references made to the wizard of oz throughout the movie ... she and her uncle both quote lines relevant to their parallel characters . elvira : `` youe must be aunt em , and you must be uncle remus .... there 's no place like home , there 's no place like home ! '' bad uncle vinny : `` i 'll get you my pretty , and your little dog too ! '' there is a sign that elvira passes when first on her road trip which mentions the state of kansas . but aside from this , the fact that one of the sequences she `` ripped off , um ... i mean was inspired by flashdance '' is pure genius ... and if you do n't roll around laughing at her titty twirling at the end of her `` very 80 's '' las vegas show then you have n't got a camp bone in your body ... this movie is a cult/camp classic",positive,positive,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
this has to be one of my favourite flicks , unlike the weak 'elvira 's haunted hills ' ... anyway i love the way the movie is a goth/com 'wizard of oz ' story ... elvira is a goth dorothy who is stranded in an unfamiliar town after the death of a good witch ( elviras aunt morgana ) ... she inherits a `` ruby '' ring which is extremely powerful and sought after by the bad warlock ( her uncle ) ... she befriends four characters whom she inadvertently helps grow throughout the movie all the while with a dog in tow . there is a show down with her uncle ( the wicked witch of the west ) where elvira realises that she has the strength within her and ends up defeating him . in the end she gets sent off by the towns folk after winning over their hearts and finally gets to her destination las vegas ( dorothy 's home in kansas ) . there are many references made to the wizard of oz throughout the movie ... she and her uncle both quote lines relevant to their parallel characters . elvira : `` youe must be aunt em , and you must be uncle remus .... there 's no place like home , there 's no place like home ! '' bad uncle vinny : `` i 'll get you my pretty , and your little dog too ! '' there is a sign that elvira passes when first on her road trip which mentions the state of kansas . but aside from this , the fact that one of the sequences she `` ripped off , um ... i mean was inspired by flashdance '' is pure genius ... and if you do n't roll around laughing at her titty twirling at the end of her `` very 80 's '' las vegas show then you have n't got a camp bone in your body ... this movie is a cult/camp classic

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",positive
